Operator,Scheme Name,Area,Approval Number,Recovery Method,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
Husky,,Cold Lake,11450,Primary,17.73,19.22,18.19,14.51,0.68,2.6,5.41,4.2,5.63,8.75,7.14,6.86,2017
CNRL,,Cold Lake,11477I,Primary,546.48,587.88,599.7,490.32,467.23,532.66,508.42,519.26,524.37,502.84,519.79,497.13,2017
CNRL,,Athabasca,11480A,Primary,1505.44,1412.77,1555.09,1611.62,1584.6,1493.12,1525.37,1573.83,1436.63,1555.39,1447.76,1237.17,2017
CNRL,,Cold Lake,11481,Primary,2.41,1.55,0.73,1.45,2.05,0.7,1.64,0.77,0.0,0.9,0.84,0.79,2017
Husky,,Athabasca,11501,Primary,26.84,24.23,28.26,20.98,19.0,21.66,37.53,52.41,61.76,75.04,69.18,78.59,2017
CNRL,,Cold Lake,11503A,Primary,52.13,46.93,41.68,35.63,40.95,37.56,51.57,44.25,40.06,49.11,50.07,54.35,2017
CNRL,,Cold Lake,11538,Primary,3.3,3.75,2.95,5.67,6.45,6.14,11.6,9.61,13.11,12.47,11.08,9.56,2017
Bellatrix Exploration Ltd.,,Cold Lake,11545,Primary,2.89,0.12,,,,,,,,,,,2017
CNRL,,Peace River,11556A,Primary,159.29,180.25,191.64,190.1,173.85,175.61,174.89,167.42,149.21,191.69,153.11,143.77,2017
CNRL,,Peace River,11557A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,5.54,14.55,21.91,14.26,22.47,11.58,2017
CNRL,,Cold Lake,11566,Primary,0.0,0.69,0.0,0.63,0.66,0.0,0.63,0.21,0.66,0.72,0.0,0.63,2017
CNRL,,Cold Lake,11567A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,8.44,2017
CNRL,,Cold Lake,11574A,Primary,56.56,57.68,46.38,47.73,32.58,31.18,29.98,40.39,46.31,48.83,40.02,36.58,2017
CNRL,,Cold Lake,11624G,Primary,0.35,0.68,0.0,0.37,0.06,0.0,0.0,0.46,0.0,39.3,156.01,162.85,2017
CNRL,,Cold Lake,11629C,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
CNRL,,Cold Lake,11630C,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
CNRL,,Cold Lake,11634D,Primary,2.98,2.02,2.26,2.25,2.16,2.33,2.64,1.77,2.03,2.1,1.31,0.42,2017
CNRL,,Cold Lake,11643D,Primary,7.67,7.58,6.33,7.67,5.41,5.35,6.29,4.69,4.67,3.77,2.58,,2017
CNRL,,Cold Lake,11644D,Primary,47.77,33.54,43.01,47.19,34.35,35.79,32.99,27.01,34.39,37.98,40.66,,2017
CNRL,,Cold Lake,11645C,Primary,16.68,14.5,14.4,15.58,17.58,14.77,17.09,12.58,12.25,11.85,9.52,,2017
CNRL,,Cold Lake,11646D,Primary,7.61,10.0,11.34,14.26,13.88,11.68,13.74,15.03,10.03,8.55,5.77,,2017
CNRL,,Cold Lake,11647E,Primary,258.38,229.64,244.96,251.74,226.63,208.14,217.46,218.43,227.5,230.38,221.44,217.94,2017
Palliser Oil & Gas Corporation,,Cold Lake,11661A,Primary,0.0,0.0,0.24,3.27,3.68,4.1,2.4,1.3,1.45,2.25,1.43,2.01,2017
CNRL,,Athabasca,11676,Primary,8.22,2.41,,,,,,,,,,,2017
Baytex,,Peace River,11692D,Primary,38.71,38.66,32.42,21.32,29.88,34.5,40.14,44.83,30.6,28.8,23.58,20.88,2017
CNRL,,Cold Lake,11724,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
CNRL,,Cold Lake,11751A,Primary,43.43,48.56,46.68,29.88,40.51,37.84,52.43,53.36,53.77,47.09,38.93,41.97,2017
Baytex,,Peace River,11770C,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2017
Husky,,Cold Lake,11822,Primary,1.57,0.7,0.0,0.0,0.0,0.0,0.55,0.0,0.02,,,,2017
Baytex,,Peace River,11915,Primary,86.78,188.62,176.93,125.42,129.94,224.86,180.86,164.44,151.5,138.0,136.4,101.24,2017
Rife Resources Ltd.,,Cold Lake,11917,Primary,74.8,61.93,60.64,34.62,59.82,62.18,69.43,70.01,58.94,68.3,69.26,69.35,2017
Baytex,,Cold Lake,11945A,Primary,26.56,26.49,20.46,22.5,25.76,29.81,32.18,34.89,31.98,31.47,24.83,34.76,2017
Husky,,Cold Lake,12142,Primary,4.15,4.03,4.35,3.31,4.7,4.32,2.77,2.51,2.9,2.7,4.58,3.52,2017
Deltastream Energy Corporation,,Athabasca,12218F,Primary,0.0,0.0,0.0,0.0,0.0,15.97,45.48,45.16,48.73,71.8,135.07,160.17,2017
Devon,,Cold Lake,12318A,Primary,17.56,15.11,13.68,14.41,16.36,14.89,18.86,19.92,19.01,16.15,14.55,15.75,2017
West Lake Energy Corp.,,Cold Lake,12335A,Primary,14.93,19.45,29.86,13.48,21.65,30.63,23.36,24.12,35.04,24.85,24.48,26.27,2017
Spur,,Athabasca,12471H,Primary,78.33,138.08,117.98,0.8,0.57,0.56,0.06,75.93,183.6,181.14,171.07,258.59,2017
Baytex,,Peace River,12483A,Primary,0.0,0.0,0.06,21.0,25.48,14.22,34.74,72.87,69.56,58.72,53.98,48.43,2017
Spur,,Athabasca,12541A,Primary,22.45,35.6,33.1,0.0,0.0,0.0,4.47,28.15,26.23,10.25,39.2,34.52,2017
Spur,,Athabasca,12545C,Primary,1.94,30.18,19.95,0.0,0.0,0.0,0.0,0.0,16.97,11.38,10.34,15.07,2017
Prosper Petroleum Ltd.,,Peace River,12564,Primary,27.12,44.93,44.56,14.56,35.07,20.1,30.28,19.02,25.4,15.16,27.8,19.0,2017
Cenovus,,Athabasca,12572A,Primary,23.78,45.14,40.23,0.0,0.9,33.65,44.41,30.32,33.15,18.03,0.0,89.19,2017
CNRL,,Athabasca,12580,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
CNRL,,Cold Lake,4746GG,Primary,1553.82,1520.4,1538.33,1144.5,1225.03,1237.41,1347.17,1449.89,1572.59,1626.61,1589.92,1693.99,2017
CNRL,,Cold Lake,5692D,Primary,0.0,0.0,1.88,3.53,5.98,1.24,5.62,5.39,5.44,2.8,3.52,0.88,2017
CNRL,,Cold Lake,6280I,Primary,321.13,327.95,311.9,335.49,311.15,292.79,284.69,286.98,312.42,319.97,345.63,303.36,2017
CNRL,,Athabasca,6619AA,Primary,86.4,105.31,93.36,97.81,96.46,100.94,85.08,95.61,102.79,96.68,93.41,92.06,2017
CNRL,,Cold Lake,6726S,Primary,380.75,423.33,424.34,377.14,355.58,354.97,360.62,353.91,346.19,376.56,351.38,338.32,2017
West Lake Energy Corp.,,Cold Lake,7164Q,Primary,16.53,14.18,15.07,13.2,10.55,14.52,9.47,7.79,9.36,9.0,8.8,11.56,2017
CNRL,,Cold Lake,7389D,Primary,15.81,19.84,18.29,17.56,16.95,17.78,19.55,14.22,13.74,8.58,23.05,67.75,2017
Gear Energy Ltd.,,Cold Lake,7515E,Primary,33.16,32.0,26.35,29.29,27.18,26.6,22.67,25.02,23.87,24.08,21.43,18.51,2017
BlackPearl,,Cold Lake,7920M,Primary,121.15,137.26,126.05,122.99,126.9,132.09,125.7,124.8,118.04,111.15,103.09,116.94,2017
Devon,,Cold Lake,7936Y,Primary,2666.28,2594.3,2579.05,2286.26,2458.1,2552.48,2464.43,2574.33,2572.92,2475.66,2303.31,2438.74,2017
Husky,,Cold Lake,7990P,Primary,142.41,140.46,129.84,119.08,137.6,163.48,154.26,223.45,188.6,151.12,160.16,152.69,2017
CNRL,,Cold Lake,8002E,Primary,11.01,9.28,10.02,8.81,8.49,9.85,8.77,7.64,7.7,7.17,8.03,9.14,2017
CNRL,,Cold Lake,8017D,Primary,2.7,2.0,4.9,1.83,4.11,2.23,3.45,4.51,2.41,2.89,0.54,1.24,2017
CNRL,,Cold Lake,8018E,Primary,420.95,389.65,394.93,336.65,346.56,358.23,357.17,348.2,412.54,384.83,355.66,379.08,2017
CNRL,,Cold Lake,8035B,Primary,9.88,12.51,9.64,13.6,9.81,11.37,8.14,8.21,11.7,9.27,6.9,6.14,2017
CNRL,,Cold Lake,8042L,Primary,2136.78,2180.27,2121.52,1883.18,2055.47,2051.44,2031.17,2069.62,2029.07,2033.83,2059.71,1948.69,2017
CNRL,,Cold Lake,8043C,Primary,200.73,178.2,184.08,184.01,185.72,190.34,184.04,191.49,195.1,189.94,188.1,171.99,2017
CNRL,,Cold Lake,8069G,Primary,239.52,235.4,232.12,164.44,174.24,203.99,221.82,213.59,238.64,220.86,225.54,190.88,2017
CNRL,,Cold Lake,8161F,Primary,64.79,67.31,59.49,43.91,31.98,50.19,36.12,39.33,34.66,41.25,38.45,35.79,2017
CNRL,,Cold Lake,8162L,Primary,281.74,271.95,252.48,224.99,221.29,245.18,260.59,301.06,336.62,323.38,336.7,321.41,2017
CNRL,,Cold Lake,8179D,Primary,9.55,12.46,11.21,11.61,15.2,12.82,14.78,16.99,16.46,13.57,16.67,15.7,2017
Devon,,Cold Lake,8202B,Primary,36.69,41.03,28.71,26.63,28.19,33.24,25.9,30.02,18.7,22.01,23.47,25.51,2017
CNRL,,Cold Lake,8215D,Primary,184.05,182.77,174.14,159.14,167.9,154.09,152.34,160.44,153.22,152.47,140.88,133.32,2017
CNRL,,Cold Lake,8319,Primary,12.71,10.37,9.71,7.93,10.35,9.16,6.92,9.22,11.06,8.4,11.66,8.35,2017
Kasten Energy Inc.,,Cold Lake,8341E,Primary,25.36,33.49,43.91,37.45,35.83,29.41,34.91,24.41,23.98,22.12,18.54,18.31,2017
CNRL,,Cold Lake,8536A,Primary,2.45,2.63,5.12,1.77,4.88,5.83,4.83,5.48,5.04,3.99,3.35,3.87,2017
Devon,,Cold Lake,8611A,Primary,1.89,0.99,1.82,0.61,1.21,0.0,0.06,,,,,,2017
Husky,,Cold Lake,8655B,Primary,11.79,10.95,8.13,6.81,7.25,8.72,8.7,9.77,10.43,11.05,12.81,11.59,2017
Husky,,Athabasca,8756E,Primary,427.87,399.61,397.99,427.47,403.2,364.08,280.09,263.62,407.78,414.55,346.03,307.11,2017
Harvest Operations Corp.,,Cold Lake,8845B,Primary,0.93,0.98,0.98,0.96,0.94,0.88,1.05,0.88,0.98,1.01,0.95,0.61,2017
CNRL,,Cold Lake,8908M,Primary,604.05,653.83,591.49,560.24,566.77,589.53,614.03,637.08,701.45,828.45,862.73,877.88,2017
Baytex,,Peace River,8972H,Primary,0.0,0.0,0.0,0.0,0.0,0.22,0.44,0.01,0.03,7.51,5.75,4.35,2017
CNRL,,Athabasca,8993D,Primary,29.17,44.17,34.84,37.26,44.67,29.2,36.64,37.19,23.56,16.11,39.34,16.92,2017
CNRL,,Cold Lake,9006B,Primary,13.07,13.48,9.39,9.01,7.86,5.56,4.36,4.47,7.51,6.91,7.19,4.19,2017
Devon,,Cold Lake,9148A,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,,,2017
Devon,,Cold Lake,9158D,Primary,26.38,23.45,27.57,29.12,26.56,29.65,24.67,22.62,21.54,25.51,22.62,19.4,2017
Harvest Operations Corp.,,Cold Lake,9266B,Primary,10.68,11.91,11.98,11.29,12.4,10.18,9.28,10.11,10.02,10.64,10.48,11.11,2017
Baytex,,Cold Lake,9278M,Primary,37.34,39.09,54.41,37.66,47.1,40.79,46.07,43.31,52.39,49.45,57.88,34.22,2017
Devon,,Cold Lake,9313A,Primary,1.67,0.94,0.76,0.71,0.38,0.44,0.41,1.12,1.51,0.9,0.79,0.74,2017
CNRL,,Cold Lake,9340D,Primary,207.8,195.73,177.95,198.73,216.13,198.15,212.03,270.11,242.33,188.93,186.09,145.16,2017
CNRL,,Cold Lake,9349D,Primary,15.45,16.97,15.33,12.32,12.16,14.69,13.07,10.25,9.26,13.47,7.88,9.13,2017
CNRL,,Cold Lake,9387P,Primary,573.53,551.45,546.84,517.62,557.4,512.63,498.54,522.08,531.18,500.92,501.62,499.95,2017
CNRL,,Cold Lake,9415EE,Primary,887.12,907.86,862.91,780.33,796.48,824.09,807.95,813.1,749.35,767.12,755.01,789.43,2017
Gear Energy Ltd.,,Cold Lake,9427F,Primary,11.3,11.87,12.94,13.98,16.23,9.53,13.3,10.91,10.07,11.25,9.14,7.05,2017
CNRL,,Athabasca,9466R,Primary,145.27,154.38,161.32,160.48,168.35,174.67,174.04,177.48,163.16,163.59,139.66,148.31,2017
CNRL,,Cold Lake,9473D,Primary,1.75,2.75,1.45,2.84,3.0,1.6,1.38,1.53,2.35,1.6,2.0,1.29,2017
Husky,,Cold Lake,9504A,Primary,0.0,0.0,0.0,0.0,0.0,,,,,,,,2017
Baytex,,Cold Lake,9579D,Primary,26.31,23.86,22.22,19.52,22.08,21.71,18.8,18.99,26.76,25.31,21.63,21.26,2017
Obsidian,,Peace River,9607F,Primary,30.17,23.29,9.34,29.79,26.28,22.56,34.72,34.12,34.91,29.01,29.75,28.3,2017
Devon,,Cold Lake,9821C,Primary,2.04,3.69,4.05,2.71,4.47,3.97,4.54,3.99,3.49,4.62,2.68,3.04,2017
Frog Lake Energy Resources Corp.,,Cold Lake,9827K,Primary,175.6,178.89,155.14,113.55,108.59,92.45,94.26,108.98,124.21,110.79,94.19,92.22,2017
Husky,,Cold Lake,9873E,Primary,60.7,52.51,58.83,48.45,65.45,59.17,59.33,64.5,68.0,52.53,56.99,50.19,2017
CNRL,,Athabasca,9884F,Primary,11.82,11.54,13.84,14.04,14.61,14.94,13.33,18.73,18.0,14.54,14.31,15.47,2017
Baytex,,Cold Lake,9908H,Primary,3.45,3.46,1.98,3.4,3.33,2.48,5.75,8.82,9.58,8.79,6.82,8.46,2017
CNRL,Peace River,Peace River,8143DD,Commercial-CSS,494.01,583.58,339.14,173.89,641.01,430.67,650.95,641.16,635.87,286.97,218.89,308.18,2018
Imperial,Cold Lake,Cold Lake,8558QQ,Commercial-CSS,25649.51,24719.47,22969.18,23021.66,20812.13,20152.27,23726.66,24381.58,23759.89,24331.73,24242.42,23961.55,2018
CNRL,Primrose and Wolf Lake,Cold Lake,9140QQ,Commercial-CSS,11835.13,11784.38,9468.35,9444.13,10967.17,10628.92,10446.44,11997.54,10843.8,10850.71,9435.94,10745.34,2018
Devon,Jackfish,Athabasca,10097XX,Commercial-SAGD,18268.46,18296.37,18370.14,17434.4,16601.43,11914.41,13318.37,15229.93,16095.44,17102.17,13823.52,14545.92,2018
OSUM,Orion,Cold Lake,10103V,Commercial-SAGD,1455.17,1360.17,1415.2,1229.1,1410.84,1435.74,1490.85,1739.33,2219.52,2393.65,2520.78,2444.41,2018
Husky,Sunrise,Athabasca,10419CC,Commercial-SAGD,7406.99,7537.22,7532.29,8096.36,7817.56,7514.22,7641.21,8023.74,7875.42,8178.62,8454.4,9186.71,2018
Connacher Oil And Gas Limited,Great Divide,Athabasca,10587S,Commercial-SAGD,2003.43,2021.54,2015.93,1986.92,2037.93,1977.54,1885.99,1816.81,1776.93,1832.71,1069.99,763.02,2018
MEG,Christina Lake,Athabasca,10773YY,Commercial-SAGD,12980.1,13066.74,13024.03,12676.7,8532.36,8638.73,14046.01,14238.2,13856.93,14116.92,10981.12,11863.06,2018
Athabasca Oil,Leismer,Athabasca,10935X,Commercial-SAGD,3076.88,3467.86,3492.52,2985.99,1487.01,3392.36,3455.3,3347.34,3196.99,3143.96,2367.92,2734.08,2018
Harvest Operations Corp.,BlackGold,Athabasca,11387G,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,16.26,33.27,223.23,557.24,628.06,901.38,2018
CNRL,Kirby,Athabasca,11475EE,Commercial-SAGD,5729.53,5991.59,5965.73,5036.61,5788.22,5965.72,5674.28,5493.01,5560.96,4978.1,4962.72,4754.28,2018
BlackPearl,Blackrod,Athabasca,11522G,Commercial-SAGD,69.85,69.58,70.37,64.49,64.74,64.43,65.53,64.72,65.82,66.27,71.45,68.45,2018
PetroChina,MacKay River ,Athabasca,11715N,Commercial-SAGD,1361.93,1359.09,1343.56,1237.58,1138.6,1045.73,1086.36,1094.56,1102.7,1131.88,1066.8,1003.11,2018
Sunshine Oilsands Ltd.,West Ells,Athabasca,11764G,Commercial-SAGD,316.97,326.72,326.55,251.49,269.68,244.1,283.58,266.11,308.77,305.36,111.26,86.43,2018
Athabasca Oil,Hangingstone,Athabasca,11888E,Commercial-SAGD,1457.43,1546.72,1325.64,1462.26,1459.37,1550.72,1524.78,1539.78,1466.18,1486.95,1092.9,1258.4,2018
Japan Canada Oil Sands Limited,Hangingstone Expansion,Athabasca,11910C,Commercial-SAGD,2344.85,2483.35,2623.94,2008.91,1861.58,3806.52,4475.1,4524.06,4055.07,3572.59,1998.14,1965.38,2018
Pengrowth,Lindbergh,Cold Lake,6410R,Commercial-SAGD,2240.13,2475.58,2498.25,2532.25,2473.1,2592.33,2628.67,2702.05,2534.1,2919.35,2962.98,2647.85,2018
Cenovus,Christina Lake,Athabasca,8591JJJ,Commercial-SAGD,33090.01,31710.24,31539.61,33496.2,34839.36,35762.05,34123.85,33804.68,33530.28,28984.97,23805.68,29146.76,2018
Cenovus,Foster Creek,Athabasca,8623AAAA,Commercial-SAGD,27152.56,25159.65,22852.01,26610.11,28403.92,26429.79,26573.2,24983.28,26619.55,25038.15,23660.69,25368.54,2018
Suncor,MacKay River,Athabasca,8668YY,Commercial-SAGD,5038.11,5792.86,5811.29,5988.19,5953.98,4585.86,5851.49,5907.69,5978.31,5837.96,5955.46,5853.1,2018
Greenfire,Hangingstone Demonstration,Athabasca,8788O,Commercial-SAGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.81,2018
Suncor,Firebag,Athabasca,8870BBBB,Commercial-SAGD,31882.73,33097.18,33171.07,31301.59,32095.11,32886.1,33209.94,33486.79,34036.65,32557.49,32446.09,29212.27,2018
ConocoPhillips,Surmont,Athabasca,9426PP,Commercial-SAGD,21933.48,22075.14,21218.67,20231.61,21096.41,21577.5,20192.5,21356.45,23935.11,22086.08,23375.51,23644.75,2018
CNOOC,Long Lake,Athabasca,9485AAA,Commercial-SAGD,6702.75,6783.31,7124.44,7406.07,7337.17,6812.89,7510.44,6899.39,6465.11,7202.81,7146.94,7295.57,2018
Husky,Tucker Lake,Cold Lake,9835W,Commercial-SAGD,3555.31,3604.01,3594.0,3586.19,3692.72,3895.16,3873.96,3627.08,1147.0,3268.08,4442.19,4428.92,2018
CNRL,Brintnell,Athabasca,10147G,Enhanced Recovery,324.19,339.76,305.77,342.3,345.4,328.57,328.67,343.85,311.98,309.96,291.8,306.02,2018
CNRL,Brintnell,Athabasca,10423Y,Enhanced Recovery,3440.64,3400.47,3513.88,3636.81,3664.0,3472.81,3424.82,3553.92,3527.57,3508.55,3485.49,3418.82,2018
Cenovus,EnCAID,Athabasca,10440L,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2018
CNRL,Brintnell,Athabasca,10787R,Enhanced Recovery,1995.87,2034.2,2005.89,1999.09,1985.33,2039.28,1989.96,2081.32,2026.44,2014.97,1969.92,1993.57,2018
Baytex,Seal Polymer,Peace River,11320F,Enhanced Recovery,135.9,149.75,165.37,148.25,162.93,159.06,148.54,172.84,136.93,138.18,145.53,59.89,2018
Baytex,,Peace River,12640,Enhanced Recovery,4.51,2.7,2.65,3.93,4.4,2.74,3.61,4.21,3.4,3.45,5.01,2.64,2018
CNRL,,Cold Lake,12641,Enhanced Recovery,0.25,0.5,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.28,,,2018
Devon,,Cold Lake,12717,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Devon,,Cold Lake,12718,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Devon,,Cold Lake,12768,Enhanced Recovery,0.0,0.11,0.81,0.58,0.0,0.52,0.0,0.0,0.0,0.01,0.0,0.0,2018
Spur,,Athabasca,12830,Enhanced Recovery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55,31.82,28.33,8.4,2018
CNRL,Pelican Lake Polymer Flood,Athabasca,9404X,Enhanced Recovery,2981.49,2890.77,2941.36,2964.97,2860.69,2824.06,2885.48,2847.65,2868.05,2882.06,2897.46,2875.86,2018
CNRL,Brintnell,Athabasca,9673Q,Enhanced Recovery,1162.94,1142.33,1116.06,1132.78,1154.21,1142.66,1092.66,1151.62,1172.78,1147.55,1098.96,1087.06,2018
CNRL,Downhole Electric Heater Project,Peace River,12582A,Experimental,7.13,6.3,1.76,0.0,5.3,6.79,6.27,5.72,5.52,5.23,0.0,0.85,2018
Baytex,,Peace River,10070J,Primary,100.48,107.11,103.17,71.93,140.13,158.77,162.4,150.32,126.7,164.21,133.36,65.26,2018
CNRL,,Cold Lake,10154F,Primary,28.65,23.22,25.3,31.64,29.12,23.47,29.77,23.24,26.38,23.57,15.24,18.75,2018
Obsidian,,Peace River,10174E,Primary,80.86,99.4,112.97,116.25,100.32,92.89,86.82,75.3,71.22,88.28,81.61,78.72,2018
Husky,,Cold Lake,10259A,Primary,3.61,7.42,7.12,6.95,6.35,7.82,4.98,10.12,8.27,5.49,5.02,8.88,2018
Devon,,Cold Lake,10310B,Primary,50.05,49.69,47.61,41.42,40.96,41.76,41.24,39.74,38.28,43.71,37.52,41.96,2018
Baytex,,Peace River,10329J,Primary,323.93,331.11,272.56,262.06,321.74,345.88,313.54,329.58,336.25,350.57,240.87,135.07,2018
Baytex,,Peace River,10412D,Primary,109.4,91.48,92.82,79.33,95.13,80.21,83.57,82.54,80.14,93.09,95.45,69.12,2018
CNRL,,Cold Lake,10454A,Primary,3.74,16.29,26.45,20.43,23.54,32.94,30.33,30.44,34.87,45.25,53.75,64.69,2018
CNRL,,Cold Lake,10459,Primary,1.66,5.5,0.73,2.54,2.46,0.77,2.39,2.31,3.37,0.68,0.0,0.63,2018
CNRL,,Cold Lake,10518I,Primary,86.54,70.8,66.14,59.36,56.0,58.18,72.53,53.41,57.28,49.72,37.66,68.08,2018
CNRL,,Cold Lake,10547,Primary,29.93,29.33,24.82,28.11,32.97,26.38,27.01,29.38,24.85,23.61,19.15,25.91,2018
CNRL,,Peace River,10557J,Primary,759.49,727.39,445.72,380.95,975.44,944.7,1001.27,1099.91,1105.23,688.79,360.33,513.54,2018
Husky,,Cold Lake,10597C,Primary,33.85,33.77,30.05,29.58,31.43,29.46,30.35,24.1,28.79,25.06,24.35,24.78,2018
Husky,,Cold Lake,10619K,Primary,187.42,180.41,198.55,205.55,265.33,271.82,245.14,196.6,204.73,220.65,195.12,214.68,2018
Obsidian,,Peace River,10647G,Primary,4.83,3.63,8.44,4.14,4.32,6.61,5.83,2.63,5.39,5.65,6.81,6.33,2018
CNRL,,Cold Lake,10725,Primary,5.08,3.73,4.01,4.48,3.49,4.46,4.1,1.85,2.27,0.33,1.17,0.98,2018
Obsidian,,Peace River,10745D,Primary,235.39,241.89,230.74,222.47,218.9,210.74,208.97,206.83,200.45,186.95,188.5,160.34,2018
Husky,,Cold Lake,10812B,Primary,15.31,14.14,12.0,12.27,6.67,5.29,6.87,8.79,14.22,9.65,8.54,18.46,2018
Devon,,Cold Lake,10828D,Primary,45.84,43.47,40.15,56.85,66.25,45.53,44.61,42.51,39.91,40.05,39.77,28.8,2018
Gear Energy Ltd.,,Cold Lake,10853C,Primary,9.14,9.56,8.5,6.37,5.53,6.33,8.54,6.11,6.11,6.12,5.93,3.14,2018
CNRL,,Cold Lake,10882,Primary,1.71,2.09,1.91,1.99,2.07,1.57,2.76,1.82,1.9,0.85,1.9,3.47,2018
CNRL,,Cold Lake,11016A,Primary,289.95,270.6,239.59,285.88,267.39,228.75,266.0,243.57,238.34,218.34,203.87,278.87,2018
Husky,,Cold Lake,11041E,Primary,17.69,17.16,15.63,17.65,15.09,16.71,14.75,11.35,14.39,14.58,16.47,19.09,2018
Obsidian,,Peace River,11060K,Primary,988.37,1034.6,1021.61,1017.09,1027.96,905.87,907.18,888.05,966.91,939.34,891.59,913.69,2018
CNRL,,Cold Lake,11188B,Primary,86.92,116.86,95.63,97.7,91.06,84.16,99.02,111.71,114.7,91.72,84.73,87.85,2018
West Lake Energy Corp.,,Cold Lake,11191B,Primary,1.26,1.04,0.69,1.29,1.45,1.13,0.55,0.2,0.2,1.06,1.08,0.57,2018
Husky,,Cold Lake,11192,Primary,0.0,0.0,0.0,0.0,0.0,,,,,,,,2018
Husky,,Cold Lake,11205,Primary,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.11,12.69,16.56,27.36,2018
CNRL,,Cold Lake,11227D,Primary,36.93,37.14,38.36,36.9,30.8,32.63,35.33,29.01,32.39,26.09,30.82,30.3,2018
Husky,,Cold Lake,11246C,Primary,14.35,16.7,16.79,22.41,17.1,20.83,21.08,24.87,22.79,23.93,31.87,29.33,2018
West Lake Energy Corp.,,Cold Lake,11256I,Primary,101.96,90.27,105.13,134.11,143.73,131.58,125.07,126.12,128.73,118.5,200.59,101.33,2018
Husky,,Cold Lake,11287A,Primary,5.3,4.33,1.84,5.0,5.87,8.13,6.02,1.73,4.34,3.63,3.65,3.8,2018
Baytex,,Peace River,11306D,Primary,1553.1,1538.72,1569.91,1364.67,1560.14,1627.81,1351.17,1457.46,1354.88,1497.17,1380.33,1141.67,2018
Husky,,Cold Lake,11350,Primary,4.68,3.79,3.74,3.31,4.0,2.58,2.95,3.38,3.26,4.16,2.71,4.2,2018
BlackPearl,,Cold Lake,11364C,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2018
CNRL,,Cold Lake,11383A,Primary,7.75,7.58,7.97,7.65,5.04,2.92,8.34,6.4,5.23,5.85,6.61,0.0,2018
Husky,,Cold Lake,11416,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,3.17,1.55,2018
CNRL,,Cold Lake,11428D,Primary,192.86,195.29,175.51,171.94,189.16,181.68,175.83,183.98,187.19,189.55,170.51,171.31,2018
Solara Exploration Ltd.,,Cold Lake,11429A,Primary,3.14,7.07,3.91,7.63,2.73,6.59,6.09,5.78,5.16,3.67,3.15,0.0,2018
Baytex,,Peace River,11437A,Primary,2.62,1.99,2.72,4.41,3.44,2.7,3.5,1.8,3.63,4.33,7.5,,2018
Husky,,Cold Lake,11450,Primary,8.25,4.31,9.05,13.42,11.83,7.44,7.54,8.07,7.39,12.06,9.92,12.22,2018
CNRL,,Cold Lake,11477L,Primary,542.79,547.3,526.48,536.63,565.97,528.23,547.91,576.65,592.9,537.63,458.42,566.84,2018
CNRL,,Athabasca,11480A,Primary,1217.49,1200.46,1094.14,1183.29,1070.46,893.55,1107.41,983.63,952.45,835.3,643.51,884.13,2018
CNRL,,Cold Lake,11481,Primary,0.03,0.88,0.83,0.81,0.0,0.0,1.19,0.0,1.16,,,,2018
Husky,,Athabasca,11501,Primary,64.32,64.95,61.42,56.23,62.13,54.73,56.65,30.58,31.98,30.21,25.77,34.84,2018
CNRL,,Cold Lake,11503A,Primary,46.29,49.85,43.67,32.03,42.49,43.25,56.89,53.55,37.7,28.53,36.12,34.77,2018
Rife Resources Ltd.,,Cold Lake,11535,Primary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,,,2018
CNRL,,Cold Lake,11538,Primary,8.0,7.13,8.55,4.74,8.03,8.67,9.39,7.0,9.93,9.98,9.81,2.8,2018
